log10_MI,log10_MGUT,max_frac_mismatch,alpha_GUT,tau_p_eppi0_years
9.0,15.972684084032995,0.03719607327753507,0.0235275684240658,2.2475130832401074e+35
9.050420168067227,15.97570615732983,0.03598377129287648,0.023525457694617277,2.3113645545608664e+35
9.100840336134453,15.97873480895037,0.03477156633412777,0.023523345024674562,2.3771744912725392e+35
9.15126050420168,15.981769975742415,0.0335594598402066,0.023521230437358896,2.4450053412257767e+35
9.201680672268907,15.984811595467747,0.03234745322890442,0.023519113955465947,2.5149216049199193e+35
9.252100840336134,15.98785960678257,0.031135547897267378,0.023516995601473047,2.5869899044192438e+35
9.302521008403362,15.990913949222024,0.029923745222009843,0.02351487539754443,2.6612790547120343e+35
9.352941176470589,15.993974563182851,0.028712046559864216,0.02351275336553734,2.7378601374607993e+35
9.403361344537815,15.99704138990698,0.027500453247948357,0.023510629527008258,2.8168065772914396e+35
9.453781512605042,16.000114371465536,0.02628896660417454,0.023508503903217803,2.898194220697412e+35
9.504201680672269,16.003193450743357,0.0250775879275299,0.023506376515136977,2.9821014176537128e+35
9.554621848739496,16.006278571424268,0.023866318498466516,0.023504247383451707,3.0686091060415166e+35
9.605042016806722,16.009369677974988,0.022655159579217852,0.02350211652856917,3.157800898923658e+35
9.655462184873949,16.012466715631795,0.02144411241415114,0.02349998397062197,3.2497631748836434e+35
9.705882352941176,16.01556963038599,0.020233178230039853,0.0234978497294735,3.3445851714258335e+35
9.756302521008404,16.018678368969788,0.019022358236418884,0.02349571382472287,3.442359081589214e+35
9.806722689075631,16.021792878842867,0.01781165362588706,0.023493576275709888,3.543180153891741e+35
9.857142857142858,16.024913108179536,0.016601065574378307,0.023491437101519286,3.647146795725667e+35
9.907563025210084,16.028039005855053,0.015390595241492352,0.023489296320985696,3.754360680273544e+35
9.957983193277311,16.031170521433946,0.014180243770727373,0.023487153952697896,3.864926857162997e+35
10.008403361344538,16.034307605156897,0.012970012289817128,0.023485010015003055,3.978953866876622e+35
10.058823529411764,16.03745020792893,0.011759901910963872,0.023482864526011716,4.096553859139455e+35
10.109243697478991,16.040598281307254,0.010549913731143223,0.023480717503601128,4.217842715367291e+35
10.159663865546218,16.043751777490982,0.009340048832292273,0.023478568965419402,4.3429401754026946e+35
10.210084033613445,16.04691064930781,0.008130308281679675,0.02347641892889053,4.471969968495561e+35
10.260504201680671,16.050074850204915,0.00692069313203697,0.02347426741121689,4.605059948964807e+35
10.3109243697479,16.05324433423666,0.005711204421893809,0.02347211442938399,4.742342236408651e+35
10.361344537815127,16.056419056055148,0.004501843175755619,0.023469960000164054,4.883953360868729e+35
10.411764705882353,16.059598970899575,0.0032926104043682577,0.023467804140119033,5.030034412954948e+35
10.46218487394958,16.062784034585246,0.0020835071049633163,0.023465646865605497,5.18073119913613e+35
